faiss_id,movie_id,t0,t1,scene_id,shot_id,variant,bbox_x1,bbox_y1,bbox_x2,bbox_y2,size,n_frames,stride_s
846,orig_288p,1321.542,1322.875,400,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
847,orig_288p,1322.875,1324.208,400,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
848,orig_288p,1324.208,1325.569,401,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
849,orig_288p,1325.569,1326.93,401,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
850,orig_288p,1326.931,1328.292,401,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
851,orig_288p,1328.292,1329.438,402,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
852,orig_288p,1329.438,1330.583,402,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
853,orig_288p,1330.583,1332.278,403,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
854,orig_288p,1332.278,1333.973,403,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
855,orig_288p,1333.972,1335.667,403,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
856,orig_288p,1335.667,1337.32,404,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
857,orig_288p,1337.32,1338.973,404,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
858,orig_288p,1338.972,1340.625,404,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
859,orig_288p,1340.625,1342.5,405,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
860,orig_288p,1342.5,1344.375,405,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
861,orig_288p,1344.375,1346.094,406,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
862,orig_288p,1346.094,1347.813,406,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
863,orig_288p,1347.812,1349.531,406,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
864,orig_288p,1349.531,1351.25,406,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
865,orig_288p,1351.25,1353.083,407,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
866,orig_288p,1353.083,1354.917,407,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
867,orig_288p,1354.917,1356.438,408,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
868,orig_288p,1356.438,1357.958,408,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
869,orig_288p,1357.958,1359.917,409,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
870,orig_288p,1359.917,1361.792,410,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
871,orig_288p,1361.792,1363.667,410,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
872,orig_288p,1363.667,1365.542,410,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
873,orig_288p,1365.542,1367.417,410,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
874,orig_288p,1367.417,1369.292,410,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
875,orig_288p,1369.292,1371.208,411,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
876,orig_288p,1371.208,1373.167,412,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
877,orig_288p,1373.167,1374.976,413,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
878,orig_288p,1374.976,1376.785,413,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
879,orig_288p,1376.786,1378.595,413,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
880,orig_288p,1378.595,1380.404,413,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
881,orig_288p,1380.405,1382.214,413,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
882,orig_288p,1382.214,1384.023,413,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
883,orig_288p,1384.024,1385.833,413,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
884,orig_288p,1385.833,1386.417,414,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
885,orig_288p,1386.417,1387.792,415,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
886,orig_288p,1387.792,1389.771,416,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
887,orig_288p,1389.771,1391.75,416,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
888,orig_288p,1391.75,1393.333,417,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
889,orig_288p,1393.333,1394.917,417,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
890,orig_288p,1394.917,1396.833,418,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
891,orig_288p,1396.833,1398.75,418,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
892,orig_288p,1398.75,1400.667,418,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
893,orig_288p,1400.667,1402.583,418,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
894,orig_288p,1402.583,1404.486,419,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
895,orig_288p,1404.486,1406.389,419,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
896,orig_288p,1406.389,1408.292,419,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
897,orig_288p,1408.292,1409.396,420,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
898,orig_288p,1409.396,1410.5,420,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
899,orig_288p,1410.5,1411.125,421,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
900,orig_288p,1411.125,1412.146,422,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
901,orig_288p,1412.146,1413.167,422,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
902,orig_288p,1413.167,1415.104,423,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
903,orig_288p,1415.104,1417.042,423,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
904,orig_288p,1417.042,1418.942,424,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
905,orig_288p,1418.942,1420.842,424,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
906,orig_288p,1420.842,1422.742,424,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
907,orig_288p,1422.742,1424.642,424,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
908,orig_288p,1424.642,1426.542,424,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
909,orig_288p,1426.542,1428.442,424,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
910,orig_288p,1428.442,1430.342,424,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
911,orig_288p,1430.342,1432.242,424,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
912,orig_288p,1432.242,1434.142,424,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
913,orig_288p,1434.142,1436.042,424,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
914,orig_288p,1436.042,1437.583,425,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
915,orig_288p,1437.583,1439.458,426,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
916,orig_288p,1439.458,1441.208,427,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
917,orig_288p,1441.208,1442.958,427,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
918,orig_288p,1442.958,1444.667,428,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
919,orig_288p,1444.667,1446.562,429,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
920,orig_288p,1446.562,1448.457,429,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
921,orig_288p,1448.458,1450.291,430,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
922,orig_288p,1450.291,1452.124,430,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
923,orig_288p,1452.125,1453.958,430,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
924,orig_288p,1453.958,1455.292,431,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
925,orig_288p,1455.292,1456.208,432,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
926,orig_288p,1456.208,1457.948,433,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
927,orig_288p,1457.948,1459.688,433,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
928,orig_288p,1459.688,1461.428,433,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
929,orig_288p,1461.427,1463.167,433,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
930,orig_288p,1463.167,1464.875,434,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
931,orig_288p,1464.875,1466.583,434,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
932,orig_288p,1466.583,1468.291,434,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
933,orig_288p,1468.292,1470.0,434,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
934,orig_288p,1470.0,1471.928,435,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
935,orig_288p,1471.928,1473.856,435,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
936,orig_288p,1473.856,1475.784,435,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
937,orig_288p,1475.783,1477.711,435,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
938,orig_288p,1477.711,1479.639,435,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
939,orig_288p,1479.639,1481.567,435,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
940,orig_288p,1481.567,1483.495,435,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
941,orig_288p,1483.495,1485.423,435,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
942,orig_288p,1485.422,1487.35,435,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
943,orig_288p,1487.35,1489.278,435,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
944,orig_288p,1489.278,1491.206,435,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
945,orig_288p,1491.206,1493.134,435,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
946,orig_288p,1493.134,1495.062,435,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
947,orig_288p,1495.061,1496.989,435,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
948,orig_288p,1496.989,1498.917,435,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
949,orig_288p,1498.917,1500.167,436,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
950,orig_288p,1500.167,1501.25,437,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
951,orig_288p,1501.25,1502.333,437,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
952,orig_288p,1502.333,1504.292,438,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
953,orig_288p,1504.292,1506.167,439,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
954,orig_288p,1506.167,1507.528,440,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
955,orig_288p,1507.528,1508.889,440,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
956,orig_288p,1508.889,1510.25,440,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
957,orig_288p,1510.25,1511.542,441,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
958,orig_288p,1511.542,1512.833,441,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
959,orig_288p,1512.833,1514.291,442,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
960,orig_288p,1514.291,1515.749,442,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
961,orig_288p,1515.75,1517.208,442,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
962,orig_288p,1517.208,1517.917,443,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
963,orig_288p,1517.917,1519.458,444,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
964,orig_288p,1519.458,1520.458,445,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
965,orig_288p,1520.458,1521.667,446,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
966,orig_288p,1521.667,1523.125,447,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
967,orig_288p,1523.125,1524.812,448,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
968,orig_288p,1524.812,1526.499,448,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
969,orig_288p,1526.5,1528.188,448,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
970,orig_288p,1528.188,1529.875,448,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
971,orig_288p,1529.875,1530.958,449,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
972,orig_288p,1530.958,1532.042,449,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
973,orig_288p,1532.042,1533.146,450,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
974,orig_288p,1533.146,1534.25,450,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
975,orig_288p,1534.25,1535.542,451,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
976,orig_288p,1535.542,1536.833,451,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
977,orig_288p,1536.833,1538.333,452,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
978,orig_288p,1538.333,1540.083,453,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
979,orig_288p,1540.083,1541.583,454,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
980,orig_288p,1541.583,1543.083,454,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
981,orig_288p,1543.083,1544.583,454,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
982,orig_288p,1544.583,1545.604,455,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
983,orig_288p,1545.604,1546.625,455,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
984,orig_288p,1546.625,1547.375,456,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
985,orig_288p,1547.375,1549.083,457,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
986,orig_288p,1549.083,1550.792,457,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
987,orig_288p,1550.792,1551.667,458,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
988,orig_288p,1551.667,1552.75,459,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
989,orig_288p,1552.75,1554.354,460,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
990,orig_288p,1554.354,1555.958,460,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
991,orig_288p,1555.958,1557.847,461,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
992,orig_288p,1557.847,1559.736,461,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
993,orig_288p,1559.736,1561.625,461,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
994,orig_288p,1561.625,1563.021,462,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
995,orig_288p,1563.021,1564.417,462,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
996,orig_288p,1564.417,1565.82,463,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
997,orig_288p,1565.82,1567.223,463,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
998,orig_288p,1567.222,1568.625,463,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
999,orig_288p,1568.625,1570.25,464,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1000,orig_288p,1570.25,1570.917,465,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1001,orig_288p,1570.917,1571.979,466,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1002,orig_288p,1571.979,1573.042,466,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1003,orig_288p,1573.042,1574.521,467,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1004,orig_288p,1574.521,1576.0,467,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1005,orig_288p,1576.0,1577.708,468,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1006,orig_288p,1577.708,1579.416,468,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1007,orig_288p,1579.417,1581.125,468,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1008,orig_288p,1581.125,1583.092,469,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1009,orig_288p,1583.092,1585.059,469,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1010,orig_288p,1585.058,1587.025,469,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1011,orig_288p,1587.025,1588.992,469,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1012,orig_288p,1588.991,1590.958,469,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1013,orig_288p,1590.958,1592.948,470,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1014,orig_288p,1592.948,1594.938,470,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1015,orig_288p,1594.938,1596.928,470,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1016,orig_288p,1596.927,1598.917,470,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1017,orig_288p,1598.917,1600.542,471,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1018,orig_288p,1600.542,1602.167,471,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1019,orig_288p,1602.167,1603.396,472,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1020,orig_288p,1603.396,1604.625,472,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1021,orig_288p,1604.625,1605.5,473,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1022,orig_288p,1605.5,1607.479,474,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1023,orig_288p,1607.479,1609.458,474,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1024,orig_288p,1609.458,1610.75,475,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1025,orig_288p,1610.75,1612.042,475,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1026,orig_288p,1612.042,1613.104,476,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1027,orig_288p,1613.104,1614.167,476,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1028,orig_288p,1614.167,1615.667,477,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1029,orig_288p,1615.667,1617.167,477,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1030,orig_288p,1617.167,1618.882,478,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1031,orig_288p,1618.882,1620.597,478,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1032,orig_288p,1620.597,1622.312,478,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1033,orig_288p,1622.312,1624.027,478,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1034,orig_288p,1624.028,1625.743,478,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1035,orig_288p,1625.743,1627.458,478,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1036,orig_288p,1627.458,1628.847,479,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1037,orig_288p,1628.847,1630.236,479,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1038,orig_288p,1630.236,1631.625,479,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1039,orig_288p,1631.625,1633.604,480,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1040,orig_288p,1633.604,1635.583,480,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1041,orig_288p,1635.583,1637.083,481,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1042,orig_288p,1637.083,1638.583,481,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1043,orig_288p,1638.583,1640.083,481,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1044,orig_288p,1640.083,1642.028,482,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1045,orig_288p,1642.028,1643.973,482,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1046,orig_288p,1643.972,1645.917,482,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1047,orig_288p,1645.917,1647.354,483,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1048,orig_288p,1647.354,1648.792,483,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1049,orig_288p,1648.792,1650.542,484,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1050,orig_288p,1650.542,1651.917,485,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1051,orig_288p,1651.917,1653.292,485,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1052,orig_288p,1653.292,1654.646,486,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1053,orig_288p,1654.646,1656.0,486,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1054,orig_288p,1656.0,1657.75,487,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1055,orig_288p,1657.75,1659.375,488,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1056,orig_288p,1659.375,1661.125,489,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1057,orig_288p,1661.125,1662.771,490,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1058,orig_288p,1662.771,1664.417,490,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1059,orig_288p,1664.417,1666.021,491,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1060,orig_288p,1666.021,1667.625,491,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1061,orig_288p,1667.625,1668.708,492,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1062,orig_288p,1668.708,1669.792,492,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1063,orig_288p,1669.792,1671.042,493,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1064,orig_288p,1671.042,1672.854,494,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1065,orig_288p,1672.854,1674.667,494,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1066,orig_288p,1674.667,1676.479,494,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1067,orig_288p,1676.479,1678.292,494,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1068,orig_288p,1678.292,1679.792,495,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1069,orig_288p,1679.792,1681.5,496,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1070,orig_288p,1681.5,1683.208,496,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1071,orig_288p,1683.209,1684.917,496,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1072,orig_288p,1684.917,1686.708,497,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1073,orig_288p,1686.708,1687.792,498,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1074,orig_288p,1687.792,1688.792,499,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1075,orig_288p,1688.792,1690.229,500,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1076,orig_288p,1690.229,1691.667,500,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1077,orig_288p,1691.667,1693.042,501,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1078,orig_288p,1693.042,1694.062,502,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1079,orig_288p,1694.062,1695.082,502,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1080,orig_288p,1695.083,1696.521,503,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1081,orig_288p,1696.521,1697.958,503,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1082,orig_288p,1697.958,1699.0,504,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1083,orig_288p,1699.0,1700.042,504,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1084,orig_288p,1700.042,1701.792,505,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1085,orig_288p,1701.792,1703.389,506,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1086,orig_288p,1703.389,1704.986,506,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1087,orig_288p,1704.986,1706.583,506,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1088,orig_288p,1706.583,1707.93,507,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1089,orig_288p,1707.93,1709.277,507,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1090,orig_288p,1709.278,1710.625,507,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1091,orig_288p,1710.625,1712.431,508,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1092,orig_288p,1712.431,1714.237,508,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1093,orig_288p,1714.236,1716.042,508,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1094,orig_288p,1716.042,1717.528,509,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1095,orig_288p,1717.528,1719.014,509,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1096,orig_288p,1719.014,1720.5,509,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1097,orig_288p,1720.5,1721.688,510,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1098,orig_288p,1721.688,1722.875,510,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1099,orig_288p,1722.875,1724.5,511,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1100,orig_288p,1724.5,1725.583,512,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1101,orig_288p,1725.583,1726.688,513,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1102,orig_288p,1726.688,1727.792,513,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1103,orig_288p,1727.792,1729.375,514,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1104,orig_288p,1729.375,1730.729,515,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1105,orig_288p,1730.729,1732.083,515,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1106,orig_288p,1732.083,1733.208,516,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1107,orig_288p,1733.208,1734.542,517,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1108,orig_288p,1734.542,1735.917,518,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1109,orig_288p,1735.917,1737.417,519,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
1110,orig_288p,1737.417,1738.917,519,-1,centercrop,0.0,0.0,1.0,1.0,288,12,2.0
